segmento,timestamp,server_id,qualidade,bitrate_kbps,vazao_kbps,download_time_s,jitter_network_ms,jitter_ewma_ms,buffer_level_s,buffer_can_play,rebuffer_event,stall_duration_s,failover_total
34,2026-06-23T00:36:07.877291+00:00,srv-B,480p,600,752.0,0.8,25.07,28.26,31.2,1,0,0.0,1
35,2026-06-23T00:36:09.883445+00:00,srv-B,480p,600,748.09,0.8,31.22,28.63,31.2,1,0,0.0,1
36,2026-06-23T00:36:11.885965+00:00,srv-B,480p,600,747.77,0.8,37.21,29.7,31.2,1,0,0.0,1
37,2026-06-23T00:36:13.885361+00:00,srv-B,480p,600,750.38,0.8,20.07,28.5,31.2,1,0,0.0,1
38,2026-06-23T00:36:15.891320+00:00,srv-B,480p,600,746.92,0.8,39.26,29.84,31.2,1,0,0.0,1
39,2026-06-23T00:36:19.685314+00:00,A,480p,600,231.19,2.6,34.02,30.37,29.4,1,0,0.0,2
40,2026-06-23T00:36:19.909124+00:00,A,240p,200,896.11,0.22,28.98,30.19,31.18,1,0,0.0,2
41,2026-06-23T00:36:21.575707+00:00,A,480p,600,1243.11,0.48,20.7,29.01,31.52,1,0,0.0,2
42,2026-06-23T00:36:23.817971+00:00,A,720p,900,1245.79,0.72,12.51,26.94,31.28,1,0,0.0,2
43,2026-06-23T00:36:25.855341+00:00,A,720p,900,1188.08,0.76,16.13,25.59,31.24,1,0,0.0,2
44,2026-06-23T00:36:27.814699+00:00,A,720p,900,1259.41,0.71,24.04,25.4,31.29,1,0,0.0,2
45,2026-06-23T00:36:29.823110+00:00,A,720p,900,1248.61,0.72,15.95,24.22,31.28,1,0,0.0,2
46,2026-06-23T00:36:31.839319+00:00,A,720p,900,1224.93,0.73,22.2,23.97,31.27,1,0,0.0,2
47,2026-06-23T00:36:33.818229+00:00,A,720p,900,1265.25,0.71,14.64,22.8,31.29,1,0,0.0,2
48,2026-06-23T00:36:36.077096+00:00,A,1080p,1200,1239.88,0.97,22.76,22.8,31.03,1,0,0.0,2
49,2026-06-23T00:36:37.816389+00:00,A,720p,900,1276.42,0.71,15.35,21.86,31.29,1,0,0.0,2
50,2026-06-23T00:36:40.088772+00:00,A,1080p,1200,1230.94,0.97,18.11,21.4,31.03,1,0,0.0,2
51,2026-06-23T00:36:41.830865+00:00,A,720p,900,1259.05,0.71,16.3,20.76,31.29,1,0,0.0,2
52,2026-06-23T00:36:44.069079+00:00,A,1080p,1200,1262.02,0.95,13.27,19.82,31.05,1,0,0.0,2
53,2026-06-23T00:36:46.087091+00:00,A,1080p,1200,1241.14,0.97,17.51,19.53,31.03,1,0,0.0,2
54,2026-06-23T00:36:47.825306+00:00,A,720p,900,1280.1,0.7,14.01,18.84,31.3,1,0,0.0,2
55,2026-06-23T00:36:50.081580+00:00,A,1080p,1200,1253.91,0.96,19.52,18.93,31.04,1,0,0.0,2
56,2026-06-23T00:36:52.076285+00:00,A,1080p,1200,1263.2,0.95,18.97,18.93,31.05,1,0,0.0,2
57,2026-06-23T00:36:54.069429+00:00,A,1080p,1200,1274.76,0.94,13.19,18.22,31.06,1,0,0.0,2
58,2026-06-23T00:36:56.087009+00:00,A,1080p,1200,1254.05,0.96,15.27,17.85,31.04,1,0,0.0,2
59,2026-06-23T00:36:58.087231+00:00,A,1080p,1200,1256.49,0.96,13.29,17.28,31.04,1,0,0.0,2
60,2026-06-23T00:37:00.082448+00:00,A,1080p,1200,1265.08,0.95,17.04,17.25,31.05,1,0,0.0,2
